"Journal Data Filtered By:  Selected JCR Year: 2017 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,,
Rank,Full Journal Title,ISSN,Total Cites,Journal Impact Factor,5-Year Impact Factor,Eigenfactor Score
11354,EUROPEAN HEART JOURNAL SUPPLEMENTS,1520-765X,323,0.418,0.513,0.000290
11354,Estudios de Psicologia,0210-9395,164,0.418,0.487,0.000270
11354,Revista Chilena de Infectologia,0716-1018,410,0.418,0.494,0.000560
11358,ASIAN SURVEY,0004-4687,"1,296",0.417,0.709,0.001100
11358,BALTIC ASTRONOMY,1392-0049,293,0.417,0.486,0.000430
11358,HELMINTHOLOGIA,0440-6605,506,0.417,0.619,0.000570
11358,Nordic Journal of Linguistics,0332-5865,90,0.417,0.367,0.000150
11358,Suchttherapie,1439-9903,53,0.417,0.310,0.000070
11358,VIAL-Vigo International Journal of Applied Linguistics,1697-0381,31,0.417,0.467,0.000070
11364,CANADIAN JOURNAL OF CRIMINOLOGY AND CRIMINAL JUSTICE,1707-7753,457,0.415,0.865,0.000360
11364,English Language & Linguistics,1360-6743,247,0.415,0.837,0.000400
11364,NEW ZEALAND JOURNAL OF ZOOLOGY,0301-4223,939,0.415,0.686,0.000340
11364,Revista de Economia Mundial,1576-0162,119,0.415,0.483,0.000060
11368,JOURNAL OF SYNTHETIC ORGANIC CHEMISTRY JAPAN,0037-9980,481,0.414,0.362,0.000570
11368,Markov Processes and Related Fields,1024-2953,280,0.414,0.464,0.001010
11370,Revista de Ciencia Politica,0718-090X,253,0.413,0.777,0.000390
11371,HISTORICAL METHODS,0161-5440,220,0.412,0.481,0.000370
11371,Journal of Medical Devices-Transactions of the ASME,1932-6181,544,0.412,0.536,0.001140
11371,Notarzt,0177-2309,80,0.412,0.364,0.000050
11371,REVISTA DE METALURGIA,0034-8570,255,0.412,0.401,0.000160
11375,Acta Endocrinologica-Bucharest,1841-0987,176,0.411,0.391,0.000170
11375,Revue de Stomatologie de Chirurgie Maxillo-faciale et de Chirurgie Orale,2213-6533,366,0.411,0.353,0.000350
11377,BULLETIN OF THE BRAZILIAN MATHEMATICAL SOCIETY,1678-7544,307,0.410,0.435,0.001370
11377,COMPUTING AND INFORMATICS,1335-9150,367,0.410,0.581,0.000410
11377,GAYANA BOTANICA,0717-6643,249,0.410,0.464,0.000340
11377,HIMALAYAN GEOLOGY,0971-8966,264,0.410,0.350,0.000120
11377,World Review of Nutrition and Dietetics,0084-2230,492,0.410,Not Available,0.000720
11382,BOSQUE,0717-9200,416,0.409,0.664,0.000610
11382,BRITISH JOURNAL FOR THE HISTORY OF SCIENCE,0007-0874,460,0.409,0.697,0.000670
11382,Chiang Mai Journal of Science,0125-2526,455,0.409,0.535,0.000570
11382,INDIAN JOURNAL OF GENETICS AND PLANT BREEDING,0019-5200,490,0.409,0.353,0.000330
11382,Linguistic Typology,1430-0532,387,0.409,1.231,0.000640
11382,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-CIVIL ENGINEERING,0965-089X,267,0.409,0.387,0.000230
11382,Prague Economic Papers,1210-0455,171,0.409,0.557,0.000200
11382,Russian Journal of Marine Biology,1063-0740,554,0.409,0.465,0.000520
11382,South African Journal of Industrial Engineering,2224-7890,189,0.409,0.485,0.000260
11391,Journal of Animal and Plant Sciences,1018-7081,"1,198",0.407,0.581,0.002460
11391,RLA-Revista de Linguistica Teorica y Aplicada,0718-4883,86,0.407,0.371,0.000030
11391,RUSSIAN JOURNAL OF HERPETOLOGY,1026-2296,211,0.407,Not Available,0.000360
11391,SOUTHEASTERN NATURALIST,1528-7092,607,0.407,0.575,0.001010
11395,ANNALS OF SCIENCE,0003-3790,356,0.405,0.538,0.000490
11395,ANNALS OF SCIENCE,0003-3790,356,0.405,0.538,0.000490
11395,Archivos Argentinos de Pediatria,0325-0075,524,0.405,0.464,0.000610
11395,DIPLOMATIC HISTORY,0145-2096,541,0.405,0.651,0.000750
11395,Fourrages,0429-2766,222,0.405,0.371,0.000100
11395,International Journal of Web Services Research,1545-7362,101,0.405,0.602,0.000200
11395,Irish Educational Studies,0332-3315,216,0.405,0.868,0.000400
11395,Journal of French Language Studies,0959-2695,125,0.405,0.347,0.000180
11395,ORNITHOLOGICAL SCIENCE,1347-0558,164,0.405,0.494,0.000170
11395,Tijdschrift voor Communicatiewetenschap,1384-6930,49,0.405,0.320,0.000120
11395,Vojnosanitetski Pregled,0042-8450,628,0.405,0.415,0.001010
11406,Assistenza Infermieristica e Ricerca,1592-5986,86,0.404,0.300,0.000110
11406,Assistenza Infermieristica e Ricerca,1592-5986,86,0.404,0.300,0.000110
11406,Bioscience Journal,1981-3163,776,0.404,0.452,0.001530
11406,CIRCUIT WORLD,0305-6120,213,0.404,0.687,0.000140
11406,Clinical and Experimental Obstetrics & Gynecology,0390-6663,804,0.404,0.446,0.001310
11406,HEAT TRANSFER RESEARCH,1064-2285,410,0.404,0.800,0.000570
11406,Multilingua-Journal of Cross-Cultural and Interlanguage Communication,0167-8507,348,0.404,0.727,0.000560
11406,Neurochemical Journal,1819-7124,161,0.404,0.401,0.000220
11406,RAE-Revista de Administracao de Empresas,0034-7590,504,0.404,0.624,0.000110
11415,Bulletin of the Korean Mathematical Society,1015-8634,668,0.403,0.468,0.002070
11415,Hippokratia,1108-4189,762,0.403,0.824,0.000990
11415,Notre Dame Journal of Formal Logic,0029-4527,507,0.403,0.485,0.001090
11418,ACTA OECONOMICA,0001-6373,141,0.402,0.417,0.000130
11418,INTERNATIONAL JOURNAL OF ALGEBRA AND COMPUTATION,0218-1967,604,0.402,0.616,0.003000
11420,ANNALES DE BIOLOGIE CLINIQUE,0003-3898,501,0.401,0.344,0.000430
11420,Latin American Journal of Pharmacy,0326-2383,912,0.401,0.373,0.000720
11422,AMERICAN CRIMINAL LAW REVIEW,0164-0364,333,0.400,0.387,0.000490
11422,Australian Journal of Adult Learning,1443-1394,155,0.400,0.535,0.000080
11422,CMC-Computers Materials & Continua,1546-2218,320,0.400,0.412,0.000410
11422,DATA BASE FOR ADVANCES IN INFORMATION SYSTEMS,0095-0033,501,0.400,0.803,0.000210
11422,Gospodarka Surowcami Mineralnymi-Mineral Resources Management,0860-0953,265,0.400,0.538,0.000270
11422,Historia Agraria,1139-1472,176,0.400,0.561,0.000230
11422,Journal of World Energy Law & Business,1754-9957,109,0.400,0.408,0.000130
11422,Portuguese Economic Journal,1617-982X,144,0.400,0.413,0.000070
11422,Review of Economic Design,1434-4742,165,0.400,0.481,0.000500
11422,Revista Romana de Medicina de Laborator,1841-6624,81,0.400,0.320,0.000130
11422,SAMPE JOURNAL,0091-1062,181,0.400,0.373,0.000080
11422,SOCIOLOGIE DU TRAVAIL,0038-0296,278,0.400,0.409,0.000390
11434,PRZEMYSL CHEMICZNY,0033-2496,"1,115",0.399,0.345,0.000930
11435,Analytical and Quantitative Cytopathology and Histopathology,0884-6812,556,0.398,0.579,0.000450
11435,Statistics and Its Interface,1938-7989,431,0.398,0.522,0.001140
11437,INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,0218-1940,360,0.397,0.557,0.000440
11437,METAL SCIENCE AND HEAT TREATMENT,0026-0673,"1,018",0.397,0.445,0.000720
11437,Russian Journal of Pacific Geology,1819-7140,216,0.397,0.620,0.000400
11440,Australian Orthodontic Journal,0587-3908,273,0.396,0.603,0.000360
11440,CHIMICA OGGI-CHEMISTRY TODAY,0392-839X,383,0.396,0.404,0.000480
11440,EUROPEAN JOURNAL OF PSYCHIATRY,0213-6163,236,0.396,0.701,0.000330
11440,HISTORICAL JOURNAL,0018-246X,"1,146",0.396,0.682,0.001170
11440,Psihologija,0048-5705,167,0.396,0.650,0.000280
11440,TELOPEA,0312-9764,234,0.396,0.389,0.000240
11446,FORTSCHRITTE DER NEUROLOGIE PSYCHIATRIE,0720-4299,515,0.395,0.479,0.000480
11446,JOURNAL OF LABOR RESEARCH,0195-3613,472,0.395,0.595,0.000270
11446,LMS Journal of Computation and Mathematics,1461-1570,209,0.395,0.516,0.001250
11446,Propagation of Ornamental Plants,1311-9109,130,0.395,0.342,0.000100
11446,Water Resources,0097-8078,589,0.395,0.499,0.000650
11451,ALGEBRA COLLOQUIUM,1005-3867,445,0.394,0.417,0.001290
11451,Chemija,0235-7216,246,0.394,0.413,0.000150
11451,Journal of Operational Risk,1744-6740,100,0.394,0.519,0.000110
11451,MATHEMATICA SCANDINAVICA,0025-5521,"1,082",0.394,0.426,0.000960
11455,Language Problems & Language Planning,0272-2690,162,0.393,0.537,0.000150
11455,SOCIAL SCIENCE HISTORY,0145-5532,365,0.393,0.411,0.000390
11455,TROPICAL BIOMEDICINE,0127-5720,845,0.393,0.782,0.001300
11458,CHINESE ANNALS OF MATHEMATICS SERIES B,0252-9599,645,0.392,0.512,0.001430
11458,Genetika-Belgrade,0534-0012,318,0.392,0.452,0.000430
11458,JOURNAL OF OPTICAL TECHNOLOGY,1070-9762,762,0.392,0.415,0.000610
11458,Journal of the Ramanujan Mathematical Society,0970-1249,171,0.392,0.348,0.000870
11458,REVISTA ARVORE,0100-6762,"1,548",0.392,0.632,0.001010
11463,Macedonian Journal of Chemistry and Chemical Engineering,1857-5552,164,0.391,0.610,0.000230
11463,Philippine Political Science Journal,0115-4451,53,0.391,0.627,0.000040
11465,Investigacion Economica,0185-1667,90,0.390,0.427,0.000070
11465,JOURNAL OF OPTOELECTRONICS AND ADVANCED MATERIALS,1454-4164,"2,045",0.390,0.380,0.000810
11465,MEASUREMENT TECHNIQUES,0543-1972,772,0.390,0.316,0.000560
11468,Journal of Evidence-Based Psychotherapies,2360-0853,22,0.389,0.415,0.000070
11468,Terminology,0929-9971,94,0.389,0.490,0.000080
11468,Tropical Grasslands-Forrajes Tropicales,2346-3775,81,0.389,Not Available,0.000280
11471,Journal of Water Chemistry and Technology,1063-455X,242,0.388,0.432,0.000170
11471,TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY,1010-6960,244,0.388,0.439,0.000340
11473,Engenharia Agricola,0100-6916,707,0.387,0.611,0.000860
11473,JOURNAL OF INFRARED AND MILLIMETER WAVES,1001-9014,397,0.387,0.306,0.000330
11473,MATERIALS SCIENCE,1068-820X,636,0.387,0.416,0.000420
11473,REVUE DE MEDECINE VETERINAIRE,0035-1555,723,0.387,0.449,0.000500
11477,NEW SCIENTIST,0262-4079,917,0.386,0.300,0.001120
11477,Optoelectronics and Advanced Materials-Rapid Communications,1842-6573,922,0.386,0.383,0.000970
11477,Postcolonial Studies,1368-8790,255,0.386,Not Available,0.000590
11480,AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS,1369-1473,601,0.385,0.674,0.000680
11480,INDIAN JOURNAL OF BIOCHEMISTRY & BIOPHYSICS,0301-1208,"1,189",0.385,1.143,0.000750
11480,Independent Review,1086-1653,199,0.385,0.379,0.000230
11480,OFIOLITI,0391-2612,331,0.385,0.868,0.000120
11480,PESQUISA VETERINARIA BRASILEIRA,0100-736X,"1,494",0.385,0.587,0.001900
11480,Spanish Journal of Finance and Accounting-Revista Espanola de Financiacion y Contabilida,0210-2412,162,0.385,0.550,0.000130
11486,ACTA ALIMENTARIA,0139-3006,420,0.384,0.383,0.000340
11486,PRAKTISCHE METALLOGRAPHIE-PRACTICAL METALLOGRAPHY,0032-678X,163,0.384,0.396,0.000390
11488,JOURNAL OF PSYCHOLOGY AND THEOLOGY,0091-6471,486,0.383,0.735,0.000320
11489,TRACE ELEMENTS AND ELECTROLYTES,0946-2104,226,0.381,0.419,0.000100
11490,Journal of Forensic Psychology Practice,1522-8932,188,0.380,0.694,0.000370
11490,POLITICKA EKONOMIE,0032-3233,182,0.380,0.381,0.000130
11490,REVISTA DE LA SOCIEDAD ENTOMOLOGICA ARGENTINA,0373-5680,543,0.380,Not Available,0.000240
11493,FOOD SCIENCE AND TECHNOLOGY RESEARCH,1344-6606,"1,102",0.379,0.593,0.001100
11493,Glasnik Matematicki,0017-095X,288,0.379,0.445,0.000710
11495,B E Journal of Macroeconomics,1935-1690,236,0.378,0.462,0.000690
11495,International Journal of Gerontology,1873-9598,209,0.378,0.525,0.000430
11495,THEORY OF PROBABILITY AND ITS APPLICATIONS,0040-585X,"1,477",0.378,0.435,0.001180
11498,Acta Botanica Mexicana,0187-7151,379,0.377,0.713,0.000380
11498,Frontiers of Mathematics in China,1673-3452,386,0.377,0.575,0.002190
11498,NIHON REOROJI GAKKAISHI,0387-1533,196,0.377,0.341,0.000180
11498,REFERENCE & USER SERVICES QUARTERLY,1094-9054,284,0.377,0.524,0.000160
11498,SCHWEIZER ARCHIV FUR TIERHEILKUNDE,0036-7281,515,0.377,0.484,0.000570
11503,RADIOLOGE,0033-832X,558,0.376,0.363,0.000480
11504,ArcheoSciences-Revue d Archeometrie,1960-1360,70,0.375,0.288,0.000130
11504,International Journal of Acoustics and Vibration,1027-5851,188,0.375,0.603,0.000240
11504,JOURNAL OF ARCHITECTURAL AND PLANNING RESEARCH,0738-0895,369,0.375,0.560,0.000150
11504,JOURNAL OF MEDIA ECONOMICS,0899-7764,281,0.375,0.712,0.000190
11504,Journal of Applied Economics,1514-0326,290,0.375,0.663,0.000180
11504,PROCEEDINGS OF THE LINNEAN SOCIETY OF NEW SOUTH WALES,0370-047X,662,0.375,0.364,0.000070
11504,SPIXIANA,0341-8391,285,0.375,0.581,0.000330
11504,STANFORD JOURNAL OF INTERNATIONAL LAW,0731-5082,165,0.375,0.784,0.000210
11504,Syntax and Semantics,0092-4563,577,0.375,0.368,0.000110
11513,Journal of Semiconductor Technology and Science,1598-1657,283,0.374,0.407,0.000540
11514,ANNALES DE PATHOLOGIE,0242-6498,369,0.373,0.397,0.000320
11514,EPIDEMIOLOGIE MIKROBIOLOGIE IMUNOLOGIE,1210-7913,104,0.373,0.357,0.000160
11514,Food Hygiene and Safety Science,0015-6426,145,0.373,0.357,0.000240
11514,International Review of the Red Cross,1816-3831,579,0.373,0.705,0.000730
11518,AMERICAN SPEECH,0003-1283,449,0.372,0.324,0.000170
11518,Journal of Marine Science and Technology-Taiwan,1023-2796,558,0.372,0.476,0.000770
11518,POLITISCHE VIERTELJAHRESSCHRIFT,0032-3470,296,0.372,0.374,0.000360
11521,Lecture Notes in Mathematics,0075-8434,"11,469",0.371,0.612,0.010420
11521,Review of Cognitive Linguistics,1877-9751,85,0.371,0.605,0.000300
11523,AUSTRALIAN ECONOMIC HISTORY REVIEW,0004-8992,127,0.370,0.609,0.000220
11523,Pragmatics & Cognition,0929-0907,268,0.370,0.438,0.000220
11523,REVUE ROUMAINE DE CHIMIE,0035-3930,666,0.370,0.407,0.000560
11526,ACTA ZOOLOGICA BULGARICA,0324-0770,502,0.369,0.455,0.000590
11526,Revista Internacional de Metodos Numericos para Calculo y Diseno en Ingenieria,0213-1315,115,0.369,0.436,0.000220
11528,Ethics & Global Politics,1654-4951,92,0.368,0.765,0.000210
11528,Geriatrie et Psychologie Neuropsychiatrie de Vieillissement,2115-8789,110,0.368,0.331,0.000240
11528,INDIAN JOURNAL OF BIOTECHNOLOGY,0972-5849,688,0.368,0.544,0.000570
11528,Magallania,0718-2244,213,0.368,0.464,0.000190
11528,NEUROPHYSIOLOGY,0090-2977,223,0.368,0.291,0.000250
11528,Planning Perspectives,0266-5433,323,0.368,0.538,0.000440
11534,CHILDRENS HEALTH CARE,0273-9615,475,0.367,0.763,0.000360
11534,INTEGRATED FERROELECTRICS,1058-4587,964,0.367,0.369,0.000800
11536,Acta Clinica Croatica,0353-9466,376,0.366,0.452,0.000500
11536,Contemporary Problems of Ecology,1995-4255,377,0.366,0.400,0.000600
11536,IMAGING SCIENCE JOURNAL,1368-2199,205,0.366,0.418,0.000290
11536,INDIAN JOURNAL OF FIBRE & TEXTILE RESEARCH,0971-0426,920,0.366,0.836,0.000640
11536,JOURNAL OF VETERINARY DENTISTRY,0898-7564,170,0.366,0.526,0.000210
11536,SCIENCE IN CONTEXT,0269-8897,356,0.366,0.684,0.000500
11536,SCIENCE IN CONTEXT,0269-8897,356,0.366,0.684,0.000500
11543,MINERVA BIOTECNOLOGICA,1120-4826,90,0.365,0.260,0.000070
11544,Africana Linguistica,0065-4124,52,0.364,0.468,0.000140
11544,Current Perspectives in Social Theory,0278-1204,36,0.364,0.347,0.000050
11544,HEART SURGERY FORUM,1098-3511,537,0.364,0.387,0.000600
11544,Hokkaido Mathematical Journal,0385-4035,329,0.364,0.350,0.000340
11544,Icelandic Agricultural Sciences,1670-567X,76,0.364,0.556,0.000080
11544,PHYTON-ANNALES REI BOTANICAE,0079-2047,343,0.364,0.429,0.000190
11544,PSYCHOTHERAPEUT,0935-6185,280,0.364,0.387,0.000350
11544,Recht & Psychiatrie,0724-2247,56,0.364,0.322,0.000040
11544,Recht & Psychiatrie,0724-2247,56,0.364,0.322,0.000040
11553,International Journal of Diabetes in Developing Countries,0973-3930,396,0.361,0.387,0.000390
11554,CHEMISTRY AND TECHNOLOGY OF FUELS AND OILS,0009-3092,370,0.360,0.378,0.000290
11554,China Foundry,1672-6421,297,0.360,0.437,0.000280
11554,Inland Water Biology,1995-0829,211,0.360,0.429,0.000380
11554,Intersecciones en Antropologia,1850-373X,214,0.360,0.488,0.000360
11554,Linguistica Antverpiensia New Series-Themes in Translation Studies,0304-2294,95,0.360,0.515,0.000140
11554,PSYCHE-ZEITSCHRIFT FUR PSYCHOANALYSE UND IHRE ANWENDUNGEN,0033-2623,243,0.360,0.283,0.000160
11554,VOPROSY PSIKHOLOGII,0042-8841,316,0.360,0.250,0.000060
11561,DYNAMIC SYSTEMS AND APPLICATIONS,1056-2176,290,0.359,0.362,0.000460
11561,Noropsikiyatri Arsivi-Archives of Neuropsychiatry,1300-0667,226,0.359,0.358,0.000350
11561,Problems of Information Transmission,0032-9460,579,0.359,0.386,0.000630
11564,ARCHIVOS LATINOAMERICANOS DE NUTRICION,0004-0622,581,0.358,0.454,0.000280
11564,PHYSIKALISCHE MEDIZIN REHABILITATIONSMEDIZIN KURORTMEDIZIN,0940-6689,142,0.358,0.324,0.000160
11566,Psychoanalysis and History,1460-8235,57,0.357,0.439,0.000080
11566,Review of Network Economics,2194-5993,238,0.357,0.894,0.000550
11566,SCIENCES SOCIALES ET SANTE,0294-0337,119,0.357,0.338,0.000130
11566,Salud Colectiva,1851-8265,136,0.357,0.415,0.000180
11570,Econ Journal Watch,1933-527X,140,0.356,0.362,0.000500
11570,South African Journal of Psychiatry,1608-9685,114,0.356,0.500,0.000100
11570,South African Journal of Psychiatry,1608-9685,114,0.356,0.500,0.000100
11570,Zeitschrift der Deutschen Gesellschaft fur Geowissenschaften,1860-1804,247,0.356,0.596,0.000470
11574,Asia-Pacific Journal of Financial Studies,2041-9945,119,0.355,0.459,0.000210
11574,JOURNAL OF POLYMER MATERIALS,0973-8622,223,0.355,0.344,0.000130
11576,B-ENT,1781-782X,328,0.354,0.491,0.000520
11576,Postepy Mikrobiologii,0079-4252,118,0.354,0.339,0.000110
11578,Acta Phytotaxonomica et Geobotanica,1346-7565,136,0.353,Not Available,0.000090
11578,COMMUNICATIONS IN STATISTICS-THEORY AND METHODS,0361-0926,"4,030",0.353,0.536,0.005000
11578,Contributions to Discrete Mathematics,1715-0868,52,0.353,0.339,0.000260
11578,FEMINIST STUDIES,0046-3663,"1,050",0.353,0.711,0.000710
11578,INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE,0129-0541,506,0.353,0.537,0.001510
11578,ORDER-A JOURNAL ON THE THEORY OF ORDERED SETS AND ITS APPLICATIONS,0167-8094,439,0.353,0.454,0.000840
11584,Egitim ve Bilim-Education and Science,1300-1337,481,0.352,0.455,0.000390
11584,Historical Social Research-Historische Sozialforschung,0172-6404,574,0.352,0.459,0.000940
11584,Sumarski List,0373-1332,208,0.352,0.405,0.000170
11587,BIOLOGY BULLETIN,1062-3590,552,0.351,0.402,0.000880
11587,Bulletin Mathematique de la Societe des Sciences Mathematiques de Roumanie,1220-3874,293,0.351,0.484,0.000640
11587,HISTORY OF THE HUMAN SCIENCES,0952-6951,507,0.351,0.695,0.000640
11587,HISTORY OF THE HUMAN SCIENCES,0952-6951,507,0.351,0.695,0.000640
11587,Indian Journal of Pharmaceutical Education and Research,0019-5464,271,0.351,0.366,0.000170
11587,JOURNAL OF THE FACULTY OF AGRICULTURE KYUSHU UNIVERSITY,0023-6152,272,0.351,0.288,0.000180
11587,NOTORNIS,0029-4470,553,0.351,Not Available,0.000200
11594,NATURAL RESOURCES JOURNAL,0028-0739,467,0.350,0.770,0.000150
11594,RAIRO-THEORETICAL INFORMATICS AND APPLICATIONS,0988-3754,254,0.350,0.403,0.000550
11594,REVUE D ECOLOGIE-LA TERRE ET LA VIE,0249-7395,373,0.350,0.369,0.000270
11594,Soil Mechanics and Foundation Engineering,0038-0741,226,0.350,0.297,0.000100
11598,European Surgery-Acta Chirurgica Austriaca,1682-8631,186,0.349,0.348,0.000320
11598,RHODORA,0035-4902,416,0.349,0.367,0.000090
11598,Semina-Ciencias Agrarias,1676-546X,"1,227",0.349,0.442,0.002390
11601,BOLETIM DO INSTITUTO DE PESCA,0046-9939,414,0.348,0.424,0.000420
11601,INDIAN JOURNAL OF CHEMICAL TECHNOLOGY,0971-457X,843,0.348,0.611,0.000350
11601,Journal of Modern European History,1611-8944,112,0.348,0.360,0.000740
11601,RETHINKING HISTORY,1364-2529,270,0.348,0.627,0.000500
11605,METALLURGIST,0026-0894,477,0.347,0.293,0.000530
11606,CYBIUM,0399-0974,802,0.346,0.615,0.000530
11606,Theology and Science,1474-6700,85,0.346,Not Available,0.000050
11608,BERICHTE UBER LANDWIRTSCHAFT,2196-5099,81,0.345,0.389,0.000120
11609,Asian Journal of WTO & International Health Law and Policy,1819-5164,40,0.344,0.261,0.000050
11609,Journal of Psychologists and Counsellors in Schools,2055-6365,11,0.344,0.344,0.000020
11609,RESTAURATOR-INTERNATIONAL JOURNAL FOR THE PRESERVATION OF LIBRARY AND ARCHIVAL MATERIAL,0034-5806,306,0.344,0.350,0.000050
11612,Revue de Pneumologie Clinique,0761-8417,200,0.343,0.317,0.000190
11612,Ukrainian Mathematical Journal,0041-5995,981,0.343,0.379,0.001120
11614,ALLGEMEINE FORST UND JAGDZEITUNG,0002-5852,325,0.342,0.533,0.000180
11614,Gaceta Medica de Mexico,0016-3813,426,0.342,0.358,0.000590
11616,AATCC Journal of Research,2330-5517,39,0.340,0.486,0.000090
11616,CONTEMPORARY SOCIOLOGY-A JOURNAL OF REVIEWS,0094-3061,376,0.340,0.590,0.000290
11616,CZECHOSLOVAK MATHEMATICAL JOURNAL,0011-4642,"1,026",0.340,0.380,0.001470
11616,JOURNAL OF COMPARATIVE FAMILY STUDIES,0047-2328,674,0.340,0.629,0.000680
11616,Materia-Rio de Janeiro,1517-7076,187,0.340,0.369,0.000210
11616,Pragmatics and Society,1878-9714,79,0.340,0.576,0.000200
11616,RIDE-The Journal of Applied Theatre and Performance,1356-9783,237,0.340,0.380,0.000150
11623,ACM Transactions on Asian and Low-Resource Language Information Processing,2375-4699,23,0.339,0.339,0.000020
11623,BIOPHARM INTERNATIONAL,1542-166X,230,0.339,0.238,0.000240
11623,INTERNATIONAL JOURNAL OF ART & DESIGN EDUCATION,1476-8062,279,0.339,0.687,0.000180
11623,Journal of the Southern African Institute of Mining and Metallurgy,2225-6253,"1,264",0.339,0.428,0.000820
11627,Iranian Journal of Biotechnology,1728-3043,222,0.338,0.453,0.000190
11627,PRAXIS DER KINDERPSYCHOLOGIE UND KINDERPSYCHIATRIE,0032-7034,248,0.338,0.366,0.000180
11629,Ciencia e Investigacion Agraria,0718-1620,308,0.337,0.470,0.000340
11629,Geodetski Vestnik,0351-0271,106,0.337,0.351,0.000090
11629,IEICE TRANSACTIONS ON FUNDAMENTALS OF ELECTRONICS COMMUNICATIONS AND COMPUTER SCIENCES,1745-1337,"1,602",0.337,0.303,0.001500
11629,OPERATIVE TECHNIQUES IN SPORTS MEDICINE,1060-1872,268,0.337,0.450,0.000280
11633,INTERNATIONAL JOURNAL OF MORPHOLOGY,0717-9502,925,0.336,0.372,0.000960
11633,PSYCHIATRIC ANNALS,0048-5713,888,0.336,0.331,0.000380
11635,Anadolu Psikiyatri Dergisi-Anatolian Journal of Psychiatry,1302-6631,323,0.335,0.382,0.000190
11635,Universitas Psychologica,1657-9267,553,0.335,0.526,0.000580
11637,AATCC REVIEW,1532-8813,205,0.333,0.206,0.000040
11637,AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY,0002-9246,653,0.333,0.404,0.000270
11637,Australian Aboriginal Studies,0729-4352,151,0.333,0.342,0.000130
11637,Bangladesh Journal of Plant Taxonomy,1028-2092,103,0.333,0.378,0.000140
11637,Boletin de la Asociacion de Geografos Espanoles,0212-9426,437,0.333,0.550,0.000350
